col_0,col_1,col_2,col_3,col_4
305003,250,5,305002,305004
305004,224,5,305003,305005
305005,225,5,305004,305006
305006,226,5,305005,305007
305007,259,5,305006,305008
305008,275,5,305007,305009
305009,303,5,305008,305010
305010,453,5,305009,305011
305011,454,5,305010,305012
305012,455,5,305011,305013
305013,489,5,305012,305014
305014,490,5,305013,305015
305015,491,5,305014,305016
305016,258,5,305015,305017
305017,358,5,305016,305018
305018,415,5,305017,305019
305019,355,5,305018,305020
305020,321,5,305019,305021
305021,325,5,305020,305022
305022,326,5,305021,305023
305023,413,5,305022,305024
305024,448,5,305023,305025
305025,449,5,305024,305026
305026,304,5,305025,305027
305027,297,5,305026,305028
305028,298,5,305027,305029
305029,299,5,305028,0
401001,202,1,0,401002
401002,203,1,401001,401003
401003,218,1,401002,401004
401004,219,1,401003,401005
401005,207,1,401004,401006
401006,208,1,401005,401007
401007,200,1,401006,401008
401008,201,1,401007,401009
401009,311,1,401008,401010
401010,281,1,401009,401011
401011,282,1,401010,401012
401012,283,1,401011,401013
401013,286,1,401012,401014
401014,308,1,401013,401015
401015,332,1,401014,401016
401016,310,1,401015,401017
401017,309,1,401016,401018
401018,339,1,401017,401019
401019,340,1,401018,401020
401020,341,1,401019,401021
401021,251,1,401020,401022
401022,410,1,401021,401023
401023,411,1,401022,401024
401024,412,1,401023,401025
401025,420,1,401024,401026
401026,421,1,401025,401027
401027,422,1,401026,401028
401028,108,1,401027,401029
401029,227,1,401028,401030
401030,228,1,401029,401031
401031,229,1,401030,401032
401032,221,1,401031,401033
401033,222,1,401032,401034
401034,223,1,401033,401035
401035,233,1,401034,401036
401036,234,1,401035,401037
401037,235,1,401036,401038
401038,257,1,401037,401039
401039,279,1,401038,401040
401040,280,1,401039,401041
401041,230,1,401040,401042
401042,231,1,401041,401043
401043,232,1,401042,401044
401044,255,1,401043,401045
401045,102,1,401044,401046
401046,103,1,401045,401047
401047,104,1,401046,401048
401048,107,1,401047,401049
401049,100,1,401048,401050
401050,101,1,401049,401051
401051,287,1,401050,401052
401052,316,1,401051,401053
401053,276,1,401052,401054
401054,319,1,401053,401055
401055,271,1,401054,401056
401056,423,1,401055,401057
401057,424,1,401056,401058
401058,425,1,401057,401059
401059,479,1,401058,401060
401060,480,1,401059,401061
401061,481,1,401060,401062
401062,253,1,401061,401063
401063,254,1,401062,401064
401064,63,1,401063,401065
401065,64,1,401064,401066
401066,65,1,401065,401067
401067,305,1,401066,401068
401068,306,1,401067,401069
401069,307,1,401068,401070
401070,314,1,401069,401071
401071,315,1,401070,401072
401072,336,1,401071,401073
401073,337,1,401072,401074
401074,338,1,401073,401075
401075,317,1,401074,401076
401076,318,1,401075,401077
401077,269,1,401076,401078
401078,270,1,401077,401079
401079,252,1,401078,401080
401080,312,1,401079,401081
401081,313,1,401080,401082
401082,58,1,401081,401083
401083,333,1,401082,401084
401084,302,1,401083,401085
401085,456,1,401084,401086
401086,400,1,401085,401087
401087,501,1,401086,401088
401088,284,1,401087,401089
401089,320,1,401088,401090
401090,382,1,401089,401091
401091,356,1,401090,401092
401092,450,1,401091,401093
401093,451,1,401092,401094
401094,60,1,401093,401095
401095,59,1,401094,401096
401096,291,1,401095,401097
401097,5001,1,401096,401098
401098,5002,1,401097,401099
401099,5003,1,401098,401100
401100,379,1,401099,401101
401101,380,1,401100,401102
401102,381,1,401101,401103
401103,370,1,401102,401104
401104,371,1,401103,401105
401105,372,1,401104,401106
401106,426,1,401105,401107
401107,492,1,401106,401108
401108,493,1,401107,401109
401109,494,1,401108,401110
401110,335,1,401109,401111
401111,373,1,401110,401112
401112,374,1,401111,401113
401113,375,1,401112,401114
401114,363,1,401113,401115
401115,354,1,401114,401116
401116,383,1,401115,401117
401117,357,1,401116,402001
402001,202,2,401117,402002
402002,203,2,402001,402003
402003,218,2,402002,402004
402004,219,2,402003,402005
402005,207,2,402004,402006
402006,208,2,402005,402007
402007,200,2,402006,402008
402008,201,2,402007,402009
402009,311,2,402008,402010
402010,281,2,402009,402011
402011,282,2,402010,402012
402012,283,2,402011,402013
402013,286,2,402012,402014
402014,308,2,402013,402015
402015,332,2,402014,402016
402016,310,2,402015,402017
402017,309,2,402016,402018
402018,339,2,402017,402019
402019,340,2,402018,402020
402020,341,2,402019,402021
402021,251,2,402020,402022
402022,410,2,402021,402023
402023,411,2,402022,402024
402024,412,2,402023,402025
402025,420,2,402024,402026
402026,421,2,402025,402027
402027,422,2,402026,402028
402028,108,2,402027,402029
402029,227,2,402028,402030
402030,228,2,402029,402031
402031,229,2,402030,402032
402032,221,2,402031,402033
402033,222,2,402032,402034
402034,223,2,402033,402035
402035,233,2,402034,402036
402036,234,2,402035,402037
402037,235,2,402036,402038
402038,257,2,402037,402039
402039,279,2,402038,402040
402040,280,2,402039,402041
402041,230,2,402040,402042
402042,231,2,402041,402043
402043,232,2,402042,402044
402044,255,2,402043,402045
402045,102,2,402044,402046
402046,103,2,402045,402047
402047,104,2,402046,402048
402048,107,2,402047,402049
402049,100,2,402048,402050
402050,101,2,402049,402051
402051,287,2,402050,402052
402052,316,2,402051,402053
402053,276,2,402052,402054
402054,319,2,402053,402055
402055,271,2,402054,402056
402056,423,2,402055,402057
402057,424,2,402056,402058
402058,425,2,402057,402059
402059,479,2,402058,402060
402060,480,2,402059,402061
402061,481,2,402060,402062
402062,253,2,402061,402063
402063,254,2,402062,402064
402064,63,2,402063,402065
402065,64,2,402064,402066
402066,65,2,402065,402067
402067,305,2,402066,402068
402068,306,2,402067,402069
402069,307,2,402068,402070
402070,314,2,402069,402071
402071,315,2,402070,402072
402072,336,2,402071,402073
402073,337,2,402072,402074
402074,338,2,402073,402075
402075,317,2,402074,402076
402076,318,2,402075,402077
402077,269,2,402076,402078
402078,270,2,402077,402079
402079,252,2,402078,402080
402080,312,2,402079,402081
402081,313,2,402080,402082
402082,58,2,402081,402083
402083,333,2,402082,402084
402084,302,2,402083,402085
402085,456,2,402084,402086
402086,400,2,402085,402087
402087,501,2,402086,402088
402088,284,2,402087,402089
402089,320,2,402088,402090
402090,382,2,402089,402091
402091,356,2,402090,402092
402092,450,2,402091,402093
402093,451,2,402092,402094
402094,60,2,402093,402095
402095,59,2,402094,402096
402096,291,2,402095,402097
402097,5001,2,402096,402098
402098,5002,2,402097,402099
402099,5003,2,402098,402100
402100,379,2,402099,402101
402101,380,2,402100,402102
402102,381,2,402101,402103
402103,370,2,402102,402104
402104,371,2,402103,402105
402105,372,2,402104,402106
402106,426,2,402105,402107
402107,492,2,402106,402108
402108,493,2,402107,402109
402109,494,2,402108,402110
402110,335,2,402109,402111
402111,373,2,402110,402112
402112,374,2,402111,402113
402113,375,2,402112,402114
402114,363,2,402113,402115
402115,354,2,402114,402116
402116,383,2,402115,402117
402117,357,2,402116,403001
403001,202,3,402117,403002
403002,203,3,403001,403003
403003,218,3,403002,403004
403004,219,3,403003,403005
403005,207,3,403004,403006
403006,208,3,403005,403007
403007,200,3,403006,403008
403008,201,3,403007,403009
403009,311,3,403008,403010
403010,281,3,403009,403011
403011,282,3,403010,403012
403012,283,3,403011,403013
403013,286,3,403012,403014
403014,308,3,403013,403015
403015,332,3,403014,403016
403016,310,3,403015,403017
403017,309,3,403016,403018
403018,339,3,403017,403019
403019,340,3,403018,403020
403020,341,3,403019,403021
403021,251,3,403020,403022
403022,410,3,403021,403023
403023,411,3,403022,403024
403024,412,3,403023,403025
403025,420,3,403024,403026
403026,421,3,403025,403027
403027,422,3,403026,403028
403028,108,3,403027,403029
403029,227,3,403028,403030
403030,228,3,403029,403031
403031,229,3,403030,403032
403032,221,3,403031,403033
403033,222,3,403032,403034
403034,223,3,403033,403035
403035,233,3,403034,403036
403036,234,3,403035,403037
403037,235,3,403036,403038
403038,257,3,403037,403039
403039,279,3,403038,403040
403040,280,3,403039,403041
403041,230,3,403040,403042
403042,231,3,403041,403043
403043,232,3,403042,403044
403044,255,3,403043,403045
403045,102,3,403044,403046
403046,103,3,403045,403047
403047,104,3,403046,403048
403048,107,3,403047,403049
403049,100,3,403048,403050
403050,101,3,403049,403051
403051,287,3,403050,403052
403052,316,3,403051,403053
403053,276,3,403052,403054
403054,319,3,403053,403055
403055,271,3,403054,403056
403056,423,3,403055,403057
403057,424,3,403056,403058
403058,425,3,403057,403059
403059,479,3,403058,403060
403060,480,3,403059,403061
403061,481,3,403060,403062
403062,253,3,403061,403063
403063,254,3,403062,403064
403064,63,3,403063,403065
403065,64,3,403064,403066
403066,65,3,403065,403067
403067,305,3,403066,403068
403068,306,3,403067,403069
403069,307,3,403068,403070
403070,314,3,403069,403071
403071,315,3,403070,403072
403072,336,3,403071,403073
403073,337,3,403072,403074
403074,338,3,403073,403075
403075,317,3,403074,403076
403076,318,3,403075,403077
403077,269,3,403076,403078
403078,270,3,403077,403079
403079,252,3,403078,403080
403080,312,3,403079,403081
403081,313,3,403080,403082
403082,58,3,403081,403083
403083,333,3,403082,403084
403084,302,3,403083,403085
403085,456,3,403084,403086
403086,400,3,403085,403087
403087,501,3,403086,403088
403088,284,3,403087,403089
403089,320,3,403088,403090
403090,382,3,403089,403091
403091,356,3,403090,403092
403092,450,3,403091,403093
403093,451,3,403092,403094
403094,60,3,403093,403095
403095,59,3,403094,403096
403096,291,3,403095,403097
403097,5001,3,403096,403098
403098,5002,3,403097,403099
403099,5003,3,403098,403100
403100,379,3,403099,403101
403101,380,3,403100,403102
403102,381,3,403101,403103
403103,370,3,403102,403104
403104,371,3,403103,403105
403105,372,3,403104,403106
403106,426,3,403105,403107
403107,492,3,403106,403108
403108,493,3,403107,403109
403109,494,3,403108,403110
403110,335,3,403109,403111
403111,373,3,403110,403112
403112,374,3,403111,403113
403113,375,3,403112,403114
403114,363,3,403113,403115
403115,354,3,403114,403116
403116,383,3,403115,403117
403117,357,3,403116,404001
404001,202,4,403117,404002
404002,203,4,404001,404003
404003,218,4,404002,404004
404004,219,4,404003,404005
404005,207,4,404004,404006
404006,208,4,404005,404007
404007,200,4,404006,404008
404008,201,4,404007,404009
404009,311,4,404008,404010
404010,281,4,404009,404011
404011,282,4,404010,404012
404012,283,4,404011,404013
404013,286,4,404012,404014
404014,308,4,404013,404015
404015,332,4,404014,404016
404016,310,4,404015,404017
404017,309,4,404016,404018
404018,339,4,404017,404019
404019,340,4,404018,404020
404020,341,4,404019,404021
404021,251,4,404020,404022
404022,410,4,404021,404023
404023,411,4,404022,404024
404024,412,4,404023,404025
404025,420,4,404024,404026
404026,421,4,404025,404027
404027,422,4,404026,404028
404028,108,4,404027,404029
404029,227,4,404028,404030
404030,228,4,404029,404031
404031,229,4,404030,404032
404032,221,4,404031,404033
404033,222,4,404032,404034
404034,223,4,404033,404035
404035,233,4,404034,404036
404036,234,4,404035,404037
404037,235,4,404036,404038
404038,257,4,404037,404039
404039,279,4,404038,404040
404040,280,4,404039,404041
404041,230,4,404040,404042
404042,231,4,404041,404043
404043,232,4,404042,404044
404044,255,4,404043,404045
404045,102,4,404044,404046
404046,103,4,404045,404047
404047,104,4,404046,404048
404048,107,4,404047,404049
404049,100,4,404048,404050
404050,101,4,404049,404051
404051,287,4,404050,404052
404052,316,4,404051,404053
404053,276,4,404052,404054
404054,319,4,404053,404055
404055,271,4,404054,404056
404056,423,4,404055,404057
404057,424,4,404056,404058
404058,425,4,404057,404059
404059,479,4,404058,404060
404060,480,4,404059,404061
404061,481,4,404060,404062
404062,253,4,404061,404063
404063,254,4,404062,404064
404064,63,4,404063,404065
404065,64,4,404064,404066
404066,65,4,404065,404067
404067,305,4,404066,404068
404068,306,4,404067,404069
404069,307,4,404068,404070
404070,314,4,404069,404071
404071,315,4,404070,404072
404072,336,4,404071,404073
404073,337,4,404072,404074
404074,338,4,404073,404075
404075,317,4,404074,404076
404076,318,4,404075,404077
404077,269,4,404076,404078
404078,270,4,404077,404079
404079,252,4,404078,404080
404080,312,4,404079,404081
404081,313,4,404080,404082
404082,58,4,404081,404083
404083,333,4,404082,404084
404084,302,4,404083,404085
404085,456,4,404084,404086
404086,400,4,404085,404087
404087,501,4,404086,404088
404088,284,4,404087,404089
404089,320,4,404088,404090
404090,382,4,404089,404091
404091,356,4,404090,404092
404092,450,4,404091,404093
404093,451,4,404092,404094
404094,60,4,404093,404095
404095,59,4,404094,404096
404096,291,4,404095,404097
404097,5001,4,404096,404098
404098,5002,4,404097,404099
404099,5003,4,404098,404100
404100,379,4,404099,404101
404101,380,4,404100,404102
404102,381,4,404101,404103
404103,370,4,404102,404104
404104,371,4,404103,404105
404105,372,4,404104,404106
404106,426,4,404105,404107
404107,492,4,404106,404108
404108,493,4,404107,404109
404109,494,4,404108,404110
404110,335,4,404109,404111
404111,373,4,404110,404112
404112,374,4,404111,404113
404113,375,4,404112,404114
404114,363,4,404113,404115
404115,354,4,404114,404116
404116,383,4,404115,404117
404117,357,4,404116,405001
405001,202,5,404117,405002
405002,203,5,405001,405003
405003,218,5,405002,405004
405004,219,5,405003,405005
405005,207,5,405004,405006
405006,208,5,405005,405007
405007,200,5,405006,405008
405008,201,5,405007,405009
405009,311,5,405008,405010
405010,281,5,405009,405011
405011,282,5,405010,405012
405012,283,5,405011,405013
405013,286,5,405012,405014
405014,308,5,405013,405015
405015,332,5,405014,405016
405016,310,5,405015,405017
405017,309,5,405016,405018
405018,339,5,405017,405019
405019,340,5,405018,405020
405020,341,5,405019,405021
405021,251,5,405020,405022
405022,410,5,405021,405023
405023,411,5,405022,405024
405024,412,5,405023,405025
405025,420,5,405024,405026
405026,421,5,405025,405027
405027,422,5,405026,405028
405028,108,5,405027,405029
405029,227,5,405028,405030
405030,228,5,405029,405031
405031,229,5,405030,405032
405032,221,5,405031,405033
405033,222,5,405032,405034
405034,223,5,405033,405035
405035,233,5,405034,405036
405036,234,5,405035,405037
405037,235,5,405036,405038
405038,257,5,405037,405039
405039,279,5,405038,405040
405040,280,5,405039,405041
405041,230,5,405040,405042
405042,231,5,405041,405043
405043,232,5,405042,405044
405044,255,5,405043,405045
405045,102,5,405044,405046
405046,103,5,405045,405047
405047,104,5,405046,405048
405048,107,5,405047,405049
405049,100,5,405048,405050
405050,101,5,405049,405051
405051,287,5,405050,405052
405052,316,5,405051,405053
405053,276,5,405052,405054
405054,319,5,405053,405055
405055,271,5,405054,405056
405056,423,5,405055,405057
405057,424,5,405056,405058
405058,425,5,405057,405059
405059,479,5,405058,405060
405060,480,5,405059,405061
405061,481,5,405060,405062
405062,253,5,405061,405063
405063,254,5,405062,405064
405064,63,5,405063,405065
405065,64,5,405064,405066
405066,65,5,405065,405067
405067,305,5,405066,405068
405068,306,5,405067,405069
405069,307,5,405068,405070
405070,314,5,405069,405071
405071,315,5,405070,405072
405072,336,5,405071,405073
405073,337,5,405072,405074
405074,338,5,405073,405075
405075,317,5,405074,405076
405076,318,5,405075,405077
405077,269,5,405076,405078
405078,270,5,405077,405079
405079,252,5,405078,405080
405080,312,5,405079,405081
405081,313,5,405080,405082
405082,58,5,405081,405083
405083,333,5,405082,405084
405084,302,5,405083,405085
405085,456,5,405084,405086
405086,400,5,405085,405087
405087,501,5,405086,405088
405088,284,5,405087,405089
405089,320,5,405088,405090
405090,382,5,405089,405091
405091,356,5,405090,405092
405092,450,5,405091,405093
405093,451,5,405092,405094
405094,60,5,405093,405095
405095,59,5,405094,405096
405096,291,5,405095,405097
405097,5001,5,405096,405098
405098,5002,5,405097,405099
405099,5003,5,405098,405100
405100,379,5,405099,405101
405101,380,5,405100,405102
405102,381,5,405101,405103
405103,370,5,405102,405104
405104,371,5,405103,405105
405105,372,5,405104,405106
405106,426,5,405105,405107
405107,492,5,405106,405108
405108,493,5,405107,405109
405109,494,5,405108,405110
405110,335,5,405109,405111
405111,373,5,405110,405112
405112,374,5,405111,405113
405113,375,5,405112,405114
405114,363,5,405113,405115
405115,354,5,405114,405116
405116,383,5,405115,405117
405117,357,5,405116,0
