载具ID,名称,运输类型,分组字段原值,机头图片,车厢图片,客位编码原值,货位编码原值
910,Rabe511双层动车组客运型,客运型,912,t_910911912.png,x_910911912.png,22,0
911,Rabe511双层动车组货运型,货运型,912,t_910911912.png,x_910911912.png,0,22
912,Rabe511双层动车组客货型,客货混合型,912,t_910911912.png,x_910911912.png,11,11
913,Stadler双层火车客运型,客运型,915,t_913914915.png,x_913914915.png,22,0
914,Stadler双层火车货运型,货运型,915,t_913914915.png,x_913914915.png,0,22
915,Stadler双层火车客货型,客货混合型,915,t_913914915.png,x_913914915.png,11,11
916,2026马年涂装客运型,客运型,918,t_916917918.png,x_916917918.png,25,0
917,2026马年涂装货运型,货运型,918,t_916917918.png,x_916917918.png,0,25
918,2026马年涂装客货型,客货混合型,918,t_916917918.png,x_916917918.png,13,12
919,和合号客运型,客运型,921,t_919920921.png,x_919920921.png,23,0
920,和合号货运型,货运型,921,t_919920921.png,x_919920921.png,0,23
921,和合号客货型,客货混合型,921,t_919920921.png,x_919920921.png,12,11
922,KTX青龙号客运型,客运型,924,t_922923924.png,x_922923924.png,22,0
923,KTX青龙号货运型,货运型,924,t_922923924.png,x_922923924.png,0,22
924,KTX青龙号客货型,客货混合型,924,t_922923924.png,x_922923924.png,11,11
925,MireoPlusH列车客运型,客运型,927,t_925926927.png,x_925926927.png,25,0
926,MireoPlusH列车货运型,货运型,927,t_925926927.png,x_925926927.png,0,25
927,MireoPlusH列车客货型,客货混合型,927,t_925926927.png,x_925926927.png,13,12
928,双星4047观光列车客运型,客运型,930,t_928929930.png,x_928929930.png,23,0
929,双星4047观光列车货运型,货运型,930,t_928929930.png,x_928929930.png,0,23
930,双星4047观光列车客货型,客货混合型,930,t_928929930.png,x_928929930.png,12,11
931,PrimaT8AZ8A客运型,客运型,933,t_931932933.png,x_931932933.png,22,0
932,PrimaT8AZ8A货运型,货运型,933,t_931932933.png,x_931932933.png,0,22
933,PrimaT8AZ8A客货型,客货混合型,933,t_931932933.png,x_931932933.png,11,11
934,海岸星光号客运型,客运型,936,t_934935936.png,x_934935936.png,22,0
935,海岸星光号货运型,货运型,936,t_934935936.png,x_934935936.png,0,22
936,海岸星光号客货型,客货混合型,936,t_934935936.png,x_934935936.png,11,11
937,巴拿马运河观光火车客运型,客运型,939,t_937938939.png,x_937938939.png,22,0
938,巴拿马运河观光火车货运型,货运型,939,t_937938939.png,x_937938939.png,0,22
939,巴拿马运河观光火车客货型,客货混合型,939,t_937938939.png,x_937938939.png,11,11
940,庞巴迪TALENT2客运型,客运型,942,t_940941942.png,x_940941942.png,22,0
941,庞巴迪TALENT2货运型,货运型,942,t_940941942.png,x_940941942.png,0,22
942,庞巴迪TALENT2客货型,客货混合型,942,t_940941942.png,x_940941942.png,11,11
5001,西班牙AVE客货型,客货混合型,5001,t_500150025003.png,x_500150025003.png,6,6
5002,西班牙AVE客型,客运型,5001,t_500150025003.png,x_500150025003.png,12,0
5003,西班牙AVE货型,货运型,5001,t_500150025003.png,x_500150025003.png,0,12
